Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,452.1000061035156,454.8500061035156,440.54998779296875,442.6499938964844,1702675,0.0,0.0,HINDPETRO
