Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,54.650001525878906,54.70000076293945,53.619998931884766,53.95000076293945,40491923,0.0,0.0,SUZLON
