Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,33.189998626708984,33.25,32.029998779296875,32.16999816894531,19941738,0.0,0.0,SOUTHBANK
