Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,391.1499938964844,393.1000061035156,389.5,391.54998779296875,4978395,0.0,0.0,TATAPOWER
