Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1667.5999755859375,1669.9000244140625,1646.199951171875,1654.4000244140625,2108228,0.0,0.0,SUNPHARMA
