Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1136.0999755859375,1137.699951171875,1110.199951171875,1124.800048828125,1005363,0.0,0.0,AUROPHARMA
