Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,351.20001220703125,355.8999938964844,342.95001220703125,351.8500061035156,4336481,0.0,0.0,BIOCON
