Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1060.9000244140625,1065.5999755859375,1050.0999755859375,1056.9000244140625,56023,0.0,0.0,KSCL
