Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,137.92999267578125,138.38999938964844,134.6199951171875,135.41000366210938,8697124,0.0,0.0,ASHOKLEY
