Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1261.5999755859375,1262.0,1230.4000244140625,1234.4000244140625,208891,0.0,0.0,KAJARIACER
