Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1165.0,1169.5999755859375,1139.4000244140625,1147.800048828125,1408984,0.0,0.0,JSWSTEEL
