Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-10-14 00:00:00+05:30,1499.0,1514.4000244140625,1490.0999755859375,1489.9000244140625,5599781,0.0,0.0,INFY
