,FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,long_breakout,long_breakout_sl,long_breakout_sl_T1,long_breakout_sl_T2,long_breakout_sl_T3,reversal_sell,reversal_sell_sl,reversal_sell_sl_T1,reversal_sell_sl_T2,reversal_sell_sl_T3,reversal_buy,reversal_buy_sl,reversal_buy_sl_T1,reversal_buy_sl_T2,reversal_buy_sl_T3,short_breakout,short_breakout_sl,short_breakout_sl_T1,short_breakout_sl_T2,short_breakout_sl_T3,original_high,original_low,original_close,original_open
0,FUTIDX,NIFTY,30-Dec-2025,0,XX,N,26401.1,26495.6,26317.5,26390.9,26393.3,26381.2,26390.9,4886775,129054978427.5,13814175,-187050,75,27-Nov-2025,2025-11-26T18:30:00.000+00:00,26215.55,129054978427.5,26498.855,26454.36625,26621.349275,26753.843549999998,26886.337825,26429.877500000002,26474.36625,26374.57416666667,26358.248333333337,26341.9225,26351.9225,26307.433750000004,26407.225833333334,26423.551666666666,26439.877500000002,26282.945000000003,26327.433750000004,26161.530275000005,26030.115550000002,25898.700825000004,26495.6,26317.5,26390.9,26401.1
