,FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,long_breakout,long_breakout_sl,long_breakout_sl_T1,long_breakout_sl_T2,long_breakout_sl_T3,reversal_sell,reversal_sell_sl,reversal_sell_sl_T1,reversal_sell_sl_T2,reversal_sell_sl_T3,reversal_buy,reversal_buy_sl,reversal_buy_sl_T1,reversal_buy_sl_T2,reversal_buy_sl_T3,short_breakout,short_breakout_sl,short_breakout_sl_T1,short_breakout_sl_T2,short_breakout_sl_T3,original_high,original_low,original_close,original_open
0,FUTIDX,BANKNIFTY,30-Dec-2025,0,XX,N,59605.4,60165.6,58900.0,60068.2,60082.4,60031.8,60068.2,482265,28965090679,1575245,37765,35,28-Nov-2025,2025-11-27T18:30:00.000+00:00,59752.7,28965090679,60774.28,60580.259999999995,61068.1514,61372.0228,61675.894199999995,60406.24,60600.259999999995,59952.18666666666,59836.17333333333,59720.159999999996,59730.159999999996,59536.14,60184.21333333333,60300.22666666666,60416.24,59362.119999999995,59556.14,59075.3094,58778.498799999994,58481.6882,60165.6,58900.0,60068.2,59605.4
